1, plains, minecraft:plains, MONSTER, minecraft:spider, 80, 4, 4
1755, river, wythers:desert_river, MONSTER, minecraft:creeper, 80, 4, 4
1756, river, wythers:desert_river, MONSTER, minecraft:slime, 80, 4, 4
1757, river, wythers:desert_river, MONSTER, minecraft:enderman, 5, 1, 4
1758, river, wythers:desert_river, MONSTER, minecraft:witch, 5, 1, 1
1759, river, wythers:desert_river, MONSTER, minecraft:husk, 80, 4, 4
1760, river, wythers:desert_river, CREATURE, minecraft:rabbit, 10, 2, 3
1761, river, wythers:desert_river, AMBIENT, minecraft:bat, 10, 8, 8
1762, river, wythers:desert_river, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1763, swamp, wythers:birch_swamp, MONSTER, minecraft:spider, 80, 4, 4
1764, swamp, wythers:birch_swamp, MONSTER, minecraft:zombie, 80, 4, 4
1765, swamp, wythers:birch_swamp, MONSTER, minecraft:zombie_villager, 10, 1, 1
1766, swamp, wythers:birch_swamp, MONSTER, minecraft:skeleton, 80, 4, 4
1767, swamp, wythers:birch_swamp, MONSTER, minecraft:creeper, 80, 4, 4
1768, swamp, wythers:birch_swamp, MONSTER, minecraft:slime, 80, 4, 4
1769, swamp, wythers:birch_swamp, MONSTER, minecraft:enderman, 5, 1, 4
1770, swamp, wythers:birch_swamp, MONSTER, minecraft:witch, 5, 1, 1
1771, swamp, wythers:birch_swamp, MONSTER, minecraft:slime, 10, 1, 1
1772, swamp, wythers:birch_swamp, MONSTER, whisperwoods:zotzpyre, 30, 1, 1
1773, swamp, wythers:birch_swamp, CREATURE, minecraft:frog, 50, 2, 5
1774, swamp, wythers:birch_swamp, CREATURE, whisperwoods:wisp, 13, 1, 3
1775, swamp, wythers:birch_swamp, AMBIENT, minecraft:bat, 10, 8, 8
1776, swamp, wythers:birch_swamp, AMBIENT, whisperwoods:moth, 10, 1, 3
1777, swamp, wythers:birch_swamp, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1778, none, wythers:cactus_desert, MONSTER, minecraft:spider, 80, 4, 4
1779, none, wythers:cactus_desert, MONSTER, minecraft:zombie, 19, 4, 4
1780, none, wythers:cactus_desert, MONSTER, minecraft:zombie_villager, 10, 1, 1
1781, none, wythers:cactus_desert, MONSTER, minecraft:skeleton, 80, 4, 4
1782, none, wythers:cactus_desert, MONSTER, minecraft:creeper, 80, 4, 4
1783, none, wythers:cactus_desert, MONSTER, minecraft:slime, 80, 4, 4
1784, none, wythers:cactus_desert, MONSTER, minecraft:enderman, 5, 1, 4
1785, none, wythers:cactus_desert, MONSTER, minecraft:witch, 5, 1, 1
1786, none, wythers:cactus_desert, MONSTER, minecraft:husk, 80, 4, 4
1787, none, wythers:cactus_desert, CREATURE, minecraft:rabbit, 10, 2, 3
1788, none, wythers:cactus_desert, AMBIENT, minecraft:bat, 10, 8, 8
1789, none, wythers:cactus_desert, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1790, none, wythers:icy_volcano, MONSTER, minecraft:spider, 80, 4, 4
1791, none, wythers:icy_volcano, MONSTER, minecraft:zombie, 19, 4, 4
1792, none, wythers:icy_volcano, MONSTER, minecraft:zombie_villager, 10, 1, 1
1793, none, wythers:icy_volcano, MONSTER, minecraft:skeleton, 80, 4, 4
1794, none, wythers:icy_volcano, MONSTER, minecraft:creeper, 80, 4, 4
1795, none, wythers:icy_volcano, MONSTER, minecraft:slime, 80, 4, 4
1796, none, wythers:icy_volcano, MONSTER, minecraft:enderman, 5, 1, 4
1797, none, wythers:icy_volcano, MONSTER, minecraft:witch, 5, 1, 1
1798, none, wythers:icy_volcano, MONSTER, minecraft:husk, 80, 4, 4
1799, none, wythers:icy_volcano, AMBIENT, minecraft:bat, 10, 8, 8
1800, none, wythers:icy_volcano, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1801, plains, wythers:autumnal_plains, MONSTER, minecraft:spider, 80, 4, 4
1802, plains, wythers:autumnal_plains, MONSTER, minecraft:zombie, 80, 4, 4
1803, plains, wythers:autumnal_plains, MONSTER, minecraft:zombie_villager, 10, 1, 1
1804, plains, wythers:autumnal_plains, MONSTER, minecraft:skeleton, 80, 4, 4
1805, plains, wythers:autumnal_plains, MONSTER, minecraft:creeper, 80, 4, 4
1806, plains, wythers:autumnal_plains, MONSTER, minecraft:slime, 80, 4, 4
1807, plains, wythers:autumnal_plains, MONSTER, minecraft:enderman, 5, 1, 4
1808, plains, wythers:autumnal_plains, MONSTER, minecraft:witch, 5, 1, 1
1809, plains, wythers:autumnal_plains, CREATURE, minecraft:chicken, 10, 4, 4
1810, plains, wythers:autumnal_plains, CREATURE, minecraft:cow, 10, 4, 4
1811, plains, wythers:autumnal_plains, CREATURE, minecraft:horse, 10, 2, 6
1812, plains, wythers:autumnal_plains, CREATURE, minecraft:donkey, 10, 1, 3
1813, plains, wythers:autumnal_plains, AMBIENT, minecraft:bat, 10, 8, 8
1814, plains, wythers:autumnal_plains, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1815, savanna, wythers:scrubland, MONSTER, minecraft:spider, 80, 4, 4
1816, savanna, wythers:scrubland, MONSTER, minecraft:zombie, 80, 4, 4
1817, savanna, wythers:scrubland, MONSTER, minecraft:zombie_villager, 10, 1, 1
1818, savanna, wythers:scrubland, MONSTER, minecraft:skeleton, 80, 4, 4
1819, savanna, wythers:scrubland, MONSTER, minecraft:creeper, 80, 4, 4
1820, savanna, wythers:scrubland, MONSTER, minecraft:slime, 80, 4, 4
1821, savanna, wythers:scrubland, MONSTER, minecraft:enderman, 5, 1, 4
1822, savanna, wythers:scrubland, MONSTER, minecraft:witch, 5, 1, 1
1823, savanna, wythers:scrubland, AMBIENT, minecraft:bat, 10, 8, 8
1824, savanna, wythers:scrubland, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1825, none, wythers:jungle_canyon, MONSTER, minecraft:spider, 80, 4, 4
1826, none, wythers:jungle_canyon, MONSTER, minecraft:zombie, 80, 4, 4
1827, none, wythers:jungle_canyon, MONSTER, minecraft:zombie_villager, 10, 1, 1
1828, none, wythers:jungle_canyon, MONSTER, minecraft:skeleton, 80, 4, 4
1829, none, wythers:jungle_canyon, MONSTER, minecraft:creeper, 80, 4, 4
1830, none, wythers:jungle_canyon, MONSTER, minecraft:slime, 80, 4, 4
1831, none, wythers:jungle_canyon, MONSTER, minecraft:enderman, 5, 1, 4
1832, none, wythers:jungle_canyon, MONSTER, minecraft:witch, 5, 1, 1
1833, none, wythers:jungle_canyon, CREATURE, minecraft:frog, 10, 2, 5
1834, none, wythers:jungle_canyon, CREATURE, minecraft:parrot, 40, 1, 2
1835, none, wythers:jungle_canyon, CREATURE, minecraft:panda, 10, 1, 2
1836, none, wythers:jungle_canyon, AMBIENT, minecraft:bat, 10, 8, 8
1837, none, wythers:jungle_canyon, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1838, none, wythers:spring_flower_fields, MONSTER, minecraft:creeper, 80, 4, 4
1839, none, wythers:spring_flower_fields, MONSTER, minecraft:slime, 80, 4, 4
1840, none, wythers:spring_flower_fields, MONSTER, minecraft:enderman, 5, 1, 4
1841, none, wythers:spring_flower_fields, MONSTER, minecraft:witch, 5, 1, 1
1842, none, wythers:spring_flower_fields, CREATURE, minecraft:sheep, 12, 4, 4
1843, none, wythers:spring_flower_fields, CREATURE, minecraft:rabbit, 10, 2, 3
1844, none, wythers:spring_flower_fields, AMBIENT, minecraft:bat, 10, 8, 8
1845, none, wythers:spring_flower_fields, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1846, savanna, wythers:tropical_forest, MONSTER, minecraft:spider, 80, 4, 4
1847, savanna, wythers:tropical_forest, MONSTER, minecraft:zombie, 80, 4, 4
1848, savanna, wythers:tropical_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
1849, savanna, wythers:tropical_forest, MONSTER, minecraft:skeleton, 80, 4, 4
1850, savanna, wythers:tropical_forest, MONSTER, minecraft:creeper, 80, 4, 4
1851, savanna, wythers:tropical_forest, MONSTER, minecraft:slime, 80, 4, 4
1852, savanna, wythers:tropical_forest, MONSTER, minecraft:enderman, 5, 1, 4
1853, savanna, wythers:tropical_forest, MONSTER, minecraft:witch, 5, 1, 1
1854, savanna, wythers:tropical_forest, CREATURE, minecraft:pig, 10, 4, 4
1855, savanna, wythers:tropical_forest, CREATURE, minecraft:chicken, 10, 4, 4
1856, savanna, wythers:tropical_forest, CREATURE, minecraft:cow, 10, 4, 4
1857, savanna, wythers:tropical_forest, CREATURE, minecraft:wolf, 10, 4, 4
1858, savanna, wythers:tropical_forest, AMBIENT, minecraft:bat, 10, 8, 8
1859, savanna, wythers:tropical_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1860, river, wythers:gravelly_river, MONSTER, minecraft:spider, 80, 4, 4
1861, river, wythers:gravelly_river, MONSTER, minecraft:zombie, 80, 4, 4
1862, river, wythers:gravelly_river, MONSTER, minecraft:zombie_villager, 10, 1, 1
1863, river, wythers:gravelly_river, MONSTER, minecraft:skeleton, 80, 4, 4
1864, river, wythers:gravelly_river, MONSTER, minecraft:creeper, 80, 4, 4
1865, river, wythers:gravelly_river, MONSTER, minecraft:slime, 80, 4, 4
1866, river, wythers:gravelly_river, MONSTER, minecraft:enderman, 5, 1, 4
1867, river, wythers:gravelly_river, MONSTER, minecraft:witch, 5, 1, 1
1868, river, wythers:gravelly_river, MONSTER, minecraft:drowned, 80, 1, 1
1869, river, wythers:gravelly_river, AMBIENT, minecraft:bat, 10, 8, 8
1870, river, wythers:gravelly_river, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1871, river, wythers:gravelly_river, WATER_CREATURE, minecraft:squid, 10, 1, 4
1872, river, wythers:gravelly_river, WATER_AMBIENT, minecraft:salmon, 10, 1, 5
1873, taiga, wythers:thermal_taiga_crags, MONSTER, minecraft:spider, 80, 4, 4
1874, taiga, wythers:thermal_taiga_crags, MONSTER, minecraft:zombie, 80, 4, 4
1875, taiga, wythers:thermal_taiga_crags, MONSTER, minecraft:zombie_villager, 10, 1, 1
1876, taiga, wythers:thermal_taiga_crags, MONSTER, minecraft:skeleton, 80, 4, 4
1877, taiga, wythers:thermal_taiga_crags, MONSTER, minecraft:creeper, 80, 4, 4
1878, taiga, wythers:thermal_taiga_crags, MONSTER, minecraft:slime, 80, 4, 4
1879, taiga, wythers:thermal_taiga_crags, MONSTER, minecraft:enderman, 5, 1, 4
1880, taiga, wythers:thermal_taiga_crags, MONSTER, minecraft:witch, 5, 1, 1
1881, taiga, wythers:thermal_taiga_crags, MONSTER, whisperwoods:zotzpyre, 30, 1, 1
1882, taiga, wythers:thermal_taiga_crags, CREATURE, minecraft:goat, 12, 4, 4
1883, taiga, wythers:thermal_taiga_crags, CREATURE, minecraft:wolf, 10, 4, 4
1884, taiga, wythers:thermal_taiga_crags, CREATURE, minecraft:rabbit, 10, 2, 3
1885, taiga, wythers:thermal_taiga_crags, CREATURE, minecraft:fox, 10, 2, 4
1886, taiga, wythers:thermal_taiga_crags, AMBIENT, minecraft:bat, 10, 8, 8
1887, taiga, wythers:thermal_taiga_crags, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1888, beach, wythers:gravelly_beach, MONSTER, minecraft:spider, 80, 4, 4
1889, beach, wythers:gravelly_beach, MONSTER, minecraft:zombie, 80, 4, 4
1890, beach, wythers:gravelly_beach, MONSTER, minecraft:zombie_villager, 10, 1, 1
1891, beach, wythers:gravelly_beach, MONSTER, minecraft:skeleton, 80, 4, 4
1892, beach, wythers:gravelly_beach, MONSTER, minecraft:creeper, 80, 4, 4
1893, beach, wythers:gravelly_beach, MONSTER, minecraft:slime, 80, 4, 4
1894, beach, wythers:gravelly_beach, MONSTER, minecraft:enderman, 5, 1, 4
1895, beach, wythers:gravelly_beach, MONSTER, minecraft:witch, 5, 1, 1
1896, beach, wythers:gravelly_beach, MONSTER, minecraft:drowned, 80, 1, 1
1897, beach, wythers:gravelly_beach, MONSTER, whisperwoods:zotzpyre, 30, 1, 1
1898, beach, wythers:gravelly_beach, AMBIENT, minecraft:bat, 10, 8, 8
1899, beach, wythers:gravelly_beach, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1900, beach, wythers:gravelly_beach, WATER_CREATURE, minecraft:squid, 10, 1, 4
1901, beach, wythers:gravelly_beach, WATER_AMBIENT, minecraft:salmon, 10, 1, 5
1902, none, wythers:frozen_island, MONSTER, minecraft:spider, 80, 4, 4
1903, none, wythers:frozen_island, MONSTER, minecraft:zombie, 80, 4, 4
1904, none, wythers:frozen_island, MONSTER, minecraft:zombie_villager, 10, 1, 1
1905, none, wythers:frozen_island, MONSTER, minecraft:skeleton, 80, 4, 4
1906, none, wythers:frozen_island, MONSTER, minecraft:creeper, 80, 4, 4
1907, none, wythers:frozen_island, MONSTER, minecraft:slime, 80, 4, 4
1908, none, wythers:frozen_island, MONSTER, minecraft:enderman, 5, 1, 4
1909, none, wythers:frozen_island, MONSTER, minecraft:witch, 5, 1, 1
1910, none, wythers:frozen_island, AMBIENT, minecraft:bat, 10, 8, 8
1911, none, wythers:frozen_island, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1912, forest, wythers:autumnal_birch_forest, MONSTER, minecraft:spider, 80, 4, 4
1913, forest, wythers:autumnal_birch_forest, MONSTER, minecraft:zombie, 80, 4, 4
1914, forest, wythers:autumnal_birch_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
1915, forest, wythers:autumnal_birch_forest, MONSTER, minecraft:skeleton, 80, 4, 4
1916, forest, wythers:autumnal_birch_forest, MONSTER, minecraft:creeper, 80, 4, 4
1917, forest, wythers:autumnal_birch_forest, MONSTER, minecraft:slime, 80, 4, 4
1918, forest, wythers:autumnal_birch_forest, MONSTER, minecraft:enderman, 5, 1, 4
1919, forest, wythers:autumnal_birch_forest, MONSTER, minecraft:witch, 5, 1, 1
1920, forest, wythers:autumnal_birch_forest, MONSTER, whisperwoods:hidebehind, 10, 1, 1
1921, forest, wythers:autumnal_birch_forest, MONSTER, whisperwoods:zotzpyre, 30, 1, 1
1922, forest, wythers:autumnal_birch_forest, CREATURE, minecraft:sheep, 12, 4, 4
1923, forest, wythers:autumnal_birch_forest, CREATURE, minecraft:pig, 10, 4, 4
1924, forest, wythers:autumnal_birch_forest, CREATURE, minecraft:chicken, 10, 4, 4
1925, forest, wythers:autumnal_birch_forest, CREATURE, minecraft:cow, 10, 4, 4
1926, forest, wythers:autumnal_birch_forest, CREATURE, whisperwoods:wisp, 13, 1, 3
1927, forest, wythers:autumnal_birch_forest, CREATURE, whisperwoods:hirschgeist, 10, 1, 1
1928, forest, wythers:autumnal_birch_forest, CREATURE, hexerei:crow, 20, 2, 5
1929, forest, wythers:autumnal_birch_forest, AMBIENT, minecraft:bat, 10, 8, 8
1930, forest, wythers:autumnal_birch_forest, AMBIENT, whisperwoods:moth, 10, 1, 3
1931, forest, wythers:autumnal_birch_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1932, none, wythers:autumnal_crags, MONSTER, minecraft:spider, 80, 4, 4
1933, none, wythers:autumnal_crags, MONSTER, minecraft:zombie, 80, 4, 4
1934, none, wythers:autumnal_crags, MONSTER, minecraft:zombie_villager, 10, 1, 1
1935, none, wythers:autumnal_crags, MONSTER, minecraft:skeleton, 80, 4, 4
1936, none, wythers:autumnal_crags, MONSTER, minecraft:creeper, 80, 4, 4
1937, none, wythers:autumnal_crags, MONSTER, minecraft:slime, 80, 4, 4
1938, none, wythers:autumnal_crags, MONSTER, minecraft:enderman, 5, 1, 4
1939, none, wythers:autumnal_crags, MONSTER, minecraft:witch, 5, 1, 1
1940, none, wythers:autumnal_crags, CREATURE, minecraft:chicken, 10, 4, 4
1941, none, wythers:autumnal_crags, CREATURE, minecraft:cow, 10, 4, 4
1942, none, wythers:autumnal_crags, CREATURE, minecraft:horse, 10, 2, 6
1943, none, wythers:autumnal_crags, CREATURE, minecraft:donkey, 10, 1, 3
1944, none, wythers:autumnal_crags, AMBIENT, minecraft:bat, 10, 8, 8
1945, none, wythers:autumnal_crags, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1946, river, wythers:black_river, MONSTER, minecraft:spider, 80, 4, 4
1947, river, wythers:black_river, MONSTER, minecraft:zombie, 80, 4, 4
1948, river, wythers:black_river, MONSTER, minecraft:zombie_villager, 10, 1, 1
1949, river, wythers:black_river, MONSTER, minecraft:skeleton, 80, 4, 4
1950, river, wythers:black_river, MONSTER, minecraft:creeper, 80, 4, 4
1951, river, wythers:black_river, MONSTER, minecraft:slime, 80, 4, 4
1952, river, wythers:black_river, MONSTER, minecraft:enderman, 5, 1, 4
1953, river, wythers:black_river, MONSTER, minecraft:witch, 5, 1, 1
1954, river, wythers:black_river, MONSTER, minecraft:slime, 10, 1, 1
1955, river, wythers:black_river, AMBIENT, minecraft:bat, 10, 8, 8
1956, river, wythers:black_river, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1957, river, wythers:black_river, WATER_AMBIENT, minecraft:pufferfish, 15, 1, 3
1958, savanna, wythers:chaparral, MONSTER, minecraft:spider, 80, 4, 4
1959, savanna, wythers:chaparral, MONSTER, minecraft:zombie, 80, 4, 4
1960, savanna, wythers:chaparral, MONSTER, minecraft:zombie_villager, 10, 1, 1
1961, savanna, wythers:chaparral, MONSTER, minecraft:skeleton, 80, 4, 4
1962, savanna, wythers:chaparral, MONSTER, minecraft:creeper, 80, 4, 4
1963, savanna, wythers:chaparral, MONSTER, minecraft:slime, 80, 4, 4
1964, savanna, wythers:chaparral, MONSTER, minecraft:enderman, 5, 1, 4
1965, savanna, wythers:chaparral, MONSTER, minecraft:witch, 5, 1, 1
1966, savanna, wythers:chaparral, CREATURE, minecraft:chicken, 10, 4, 4
1967, savanna, wythers:chaparral, CREATURE, minecraft:cow, 10, 4, 4
1968, savanna, wythers:chaparral, CREATURE, minecraft:horse, 10, 2, 6
1969, savanna, wythers:chaparral, CREATURE, minecraft:donkey, 10, 1, 3
1970, savanna, wythers:chaparral, AMBIENT, minecraft:bat, 10, 8, 8
1971, savanna, wythers:chaparral, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1972, beach, wythers:tropical_beach, MONSTER, minecraft:spider, 80, 4, 4
1973, beach, wythers:tropical_beach, MONSTER, minecraft:zombie, 80, 4, 4
1974, beach, wythers:tropical_beach, MONSTER, minecraft:zombie_villager, 10, 1, 1
1975, beach, wythers:tropical_beach, MONSTER, minecraft:skeleton, 80, 4, 4
1976, beach, wythers:tropical_beach, MONSTER, minecraft:creeper, 80, 4, 4
1977, beach, wythers:tropical_beach, MONSTER, minecraft:slime, 80, 4, 4
1978, beach, wythers:tropical_beach, MONSTER, minecraft:enderman, 5, 1, 4
1979, beach, wythers:tropical_beach, MONSTER, minecraft:witch, 5, 1, 1
1980, beach, wythers:tropical_beach, MONSTER, whisperwoods:zotzpyre, 30, 1, 1
1981, beach, wythers:tropical_beach, CREATURE, minecraft:turtle, 10, 2, 5
1982, beach, wythers:tropical_beach, AMBIENT, minecraft:bat, 10, 8, 8
1983, beach, wythers:tropical_beach, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1984, none, wythers:lush_fungous_dripstone_caves, MONSTER, minecraft:spider, 80, 4, 4
1985, none, wythers:lush_fungous_dripstone_caves, MONSTER, minecraft:zombie, 80, 4, 4
1986, none, wythers:lush_fungous_dripstone_caves, MONSTER, minecraft:zombie_villager, 10, 1, 1
1987, none, wythers:lush_fungous_dripstone_caves, MONSTER, minecraft:skeleton, 80, 4, 4
1988, none, wythers:lush_fungous_dripstone_caves, MONSTER, minecraft:creeper, 80, 4, 4
1989, none, wythers:lush_fungous_dripstone_caves, MONSTER, minecraft:slime, 80, 4, 4
1990, none, wythers:lush_fungous_dripstone_caves, MONSTER, minecraft:enderman, 5, 1, 4
1991, none, wythers:lush_fungous_dripstone_caves, MONSTER, minecraft:witch, 5, 1, 1
1992, none, wythers:lush_fungous_dripstone_caves, MONSTER, whisperwoods:zotzpyre, 30, 1, 1
1993, none, wythers:lush_fungous_dripstone_caves, AMBIENT, minecraft:bat, 10, 8, 8
1994, none, wythers:lush_fungous_dripstone_caves, AXOLOTLS, minecraft:axolotl, 10, 4, 6
1995, none, wythers:lush_fungous_dripstone_caves, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1996, none, wythers:lush_fungous_dripstone_caves, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
1997, jungle, wythers:sparse_bamboo_jungle, MONSTER, minecraft:spider, 80, 4, 4
1998, jungle, wythers:sparse_bamboo_jungle, MONSTER, minecraft:zombie, 80, 4, 4
1999, jungle, wythers:sparse_bamboo_jungle, MONSTER, minecraft:zombie_villager, 10, 1, 1
2000, jungle, wythers:sparse_bamboo_jungle, MONSTER, minecraft:skeleton, 80, 4, 4
2001, jungle, wythers:sparse_bamboo_jungle, MONSTER, minecraft:creeper, 80, 4, 4
2002, jungle, wythers:sparse_bamboo_jungle, MONSTER, minecraft:slime, 80, 4, 4
2003, jungle, wythers:sparse_bamboo_jungle, MONSTER, minecraft:enderman, 5, 1, 4
2004, jungle, wythers:sparse_bamboo_jungle, MONSTER, minecraft:witch, 5, 1, 1
2005, jungle, wythers:sparse_bamboo_jungle, MONSTER, minecraft:ocelot, 10, 1, 1
2006, jungle, wythers:sparse_bamboo_jungle, MONSTER, whisperwoods:zotzpyre, 30, 1, 1
2007, jungle, wythers:sparse_bamboo_jungle, CREATURE, minecraft:pig, 10, 4, 4
2008, jungle, wythers:sparse_bamboo_jungle, CREATURE, minecraft:chicken, 10, 4, 4
2009, jungle, wythers:sparse_bamboo_jungle, CREATURE, minecraft:chicken, 10, 4, 4
2010, jungle, wythers:sparse_bamboo_jungle, CREATURE, minecraft:parrot, 40, 1, 2
2011, jungle, wythers:sparse_bamboo_jungle, CREATURE, minecraft:panda, 80, 1, 2
2012, jungle, wythers:sparse_bamboo_jungle, AMBIENT, minecraft:bat, 10, 8, 8
2013, jungle, wythers:sparse_bamboo_jungle, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2014, savanna, wythers:scrub_forest, MONSTER, minecraft:spider, 80, 4, 4
2015, savanna, wythers:scrub_forest, MONSTER, minecraft:zombie, 80, 4, 4
2016, savanna, wythers:scrub_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
2017, savanna, wythers:scrub_forest, MONSTER, minecraft:skeleton, 80, 4, 4
2018, savanna, wythers:scrub_forest, MONSTER, minecraft:creeper, 80, 4, 4
2019, savanna, wythers:scrub_forest, MONSTER, minecraft:slime, 80, 4, 4
2020, savanna, wythers:scrub_forest, MONSTER, minecraft:enderman, 5, 1, 4
2021, savanna, wythers:scrub_forest, MONSTER, minecraft:witch, 5, 1, 1
2022, savanna, wythers:scrub_forest, AMBIENT, minecraft:bat, 10, 8, 8
2023, savanna, wythers:scrub_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2024, none, wythers:deepslate_shore, MONSTER, minecraft:spider, 80, 4, 4
2025, none, wythers:deepslate_shore, MONSTER, minecraft:zombie, 80, 4, 4
2026, none, wythers:deepslate_shore, MONSTER, minecraft:zombie_villager, 10, 1, 1
2027, none, wythers:deepslate_shore, MONSTER, minecraft:skeleton, 80, 4, 4
2028, none, wythers:deepslate_shore, MONSTER, minecraft:creeper, 80, 4, 4
2029, none, wythers:deepslate_shore, MONSTER, minecraft:slime, 80, 4, 4
2030, none, wythers:deepslate_shore, MONSTER, minecraft:enderman, 5, 1, 4
2031, none, wythers:deepslate_shore, MONSTER, minecraft:witch, 5, 1, 1
2032, none, wythers:deepslate_shore, CREATURE, minecraft:sheep, 12, 4, 4
2033, none, wythers:deepslate_shore, CREATURE, minecraft:pig, 10, 4, 4
2034, none, wythers:deepslate_shore, CREATURE, minecraft:chicken, 10, 4, 4
2035, none, wythers:deepslate_shore, CREATURE, minecraft:cow, 10, 4, 4
2036, none, wythers:deepslate_shore, CREATURE, minecraft:chicken, 10, 4, 4
2037, none, wythers:deepslate_shore, AMBIENT, minecraft:bat, 10, 8, 8
2038, none, wythers:deepslate_shore, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2039, none, wythers:tibesti_mountains, MONSTER, minecraft:spider, 80, 4, 4
2040, none, wythers:tibesti_mountains, MONSTER, minecraft:husk, 80, 4, 4
2041, none, wythers:tibesti_mountains, MONSTER, minecraft:skeleton, 80, 4, 4
2042, none, wythers:tibesti_mountains, MONSTER, minecraft:slime, 80, 4, 4
2043, none, wythers:tibesti_mountains, MONSTER, minecraft:enderman, 5, 1, 4
2044, none, wythers:tibesti_mountains, MONSTER, minecraft:ocelot, 10, 1, 3
2045, none, wythers:tibesti_mountains, MONSTER, minecraft:hoglin, 10, 2, 4
2046, none, wythers:tibesti_mountains, MONSTER, whisperwoods:zotzpyre, 30, 1, 1
2047, none, wythers:tibesti_mountains, CREATURE, minecraft:chicken, 10, 4, 4
2048, none, wythers:tibesti_mountains, AMBIENT, minecraft:bat, 10, 8, 8
2049, none, wythers:tibesti_mountains, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2050, none, wythers:glacial_cliffs, MONSTER, minecraft:spider, 80, 4, 4
2051, none, wythers:glacial_cliffs, MONSTER, minecraft:zombie, 80, 4, 4
2052, none, wythers:glacial_cliffs, MONSTER, minecraft:zombie_villager, 10, 1, 1
2053, none, wythers:glacial_cliffs, MONSTER, minecraft:skeleton, 80, 4, 4
2054, none, wythers:glacial_cliffs, MONSTER, minecraft:creeper, 80, 4, 4
2055, none, wythers:glacial_cliffs, MONSTER, minecraft:slime, 80, 4, 4
2056, none, wythers:glacial_cliffs, MONSTER, minecraft:enderman, 5, 1, 4
2057, none, wythers:glacial_cliffs, MONSTER, minecraft:witch, 5, 1, 1
2058, none, wythers:glacial_cliffs, CREATURE, minecraft:polar_bear, 10, 1, 2
2059, none, wythers:glacial_cliffs, AMBIENT, minecraft:bat, 10, 8, 8
2060, none, wythers:glacial_cliffs, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2061, ocean, wythers:icy_ocean, MONSTER, minecraft:spider, 80, 4, 4
2062, ocean, wythers:icy_ocean, MONSTER, minecraft:zombie, 80, 4, 4
2063, ocean, wythers:icy_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
2064, ocean, wythers:icy_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
2065, ocean, wythers:icy_ocean, MONSTER, minecraft:creeper, 80, 4, 4
2066, ocean, wythers:icy_ocean, MONSTER, minecraft:slime, 80, 4, 4
2067, ocean, wythers:icy_ocean, MONSTER, minecraft:enderman, 5, 1, 4
2068, ocean, wythers:icy_ocean, MONSTER, minecraft:witch, 5, 1, 1
2069, ocean, wythers:icy_ocean, MONSTER, minecraft:drowned, 10, 1, 1
2070, ocean, wythers:icy_ocean, CREATURE, minecraft:polar_bear, 10, 1, 2
2071, ocean, wythers:icy_ocean, AMBIENT, minecraft:bat, 10, 8, 8
2072, ocean, wythers:icy_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2073, ocean, wythers:icy_ocean, WATER_CREATURE, minecraft:squid, 10, 1, 4
2074, ocean, wythers:icy_ocean, WATER_AMBIENT, minecraft:salmon, 15, 1, 5
2075, forest, wythers:warm_birch_forest, MONSTER, minecraft:spider, 80, 4, 4
